Name Party,Code,C,Vote Count 1 2,Ab/Aff/Spec/Fed,Total Voters,Total,H,I,J,K,
MERCED LIBERT,3/3/2017,1,3/1/2017,,,,,,5,,
MERCED LIBERT,3/4/2017,0,2 0,,,,,,2,,
,Galen,3,7/2/2017,,,,,,12,,
MERCED LIBERT,4/1/2017,1,0 0,,,,,,1,,
MERCED LIBERT,4/2/2017,7,0 0,,,,,,7,,
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total,,,
,,Huron,,8,0,0,,8,,,
MERCED,LIBERT,5/1/2017,,1,0,0,,1,,,
MERCED,LIBERT,5/2/2017,,1,0,1,,2,,,
MERCED,LIBERT,5/3/2017,,3,0,0,,3,,,
MERCED,LIBERT,5/4/2017,,6,0,1,,7,,,
MERCED,LIBERT,5/5/2017,,0,0,1,,1,,,
,,Lyons,,11,0,3,,14,,,
MERCED,LIBERT,6/1/2017,,2,10,1,,13,,,
MERCED,LIBERT,6/2/2017,,2,12,2,,16,,,
MERCED,LIBERT,6/3/2017,,3,6,0,,9,,,
MERCED,LIBERT,6/4/2017,,7,5,0,,12,,,
MERCED,LIBERT,6/5/2017,,5,0,0,,5,,,
,,Macedon,,19,33,3,,55,,,
MERCED,LIBERT,7/1/2017,,5,0,0,,5,,,
MERCED,LIBERT,7/2/2017,,3,0,1,,4,,,
MERCED,LIBERT,7/3/2017,,2,0,0,,2,,,
MERCED,LIBERT,7/4/2017,,5,0,0,,5,,,
,,Marion,,15,0,1,,16,,,
MERCED,LIBERT,8/1/2017,,3,4,0,,7,,,
MERCED,LIBERT,8/2/2017,,7,0,0,,7,,,
MERCED,LIBERT,8/3/2017,,7,0,0,,7,,,
MERCED,LIBERT,8/4/2017,,5,0,0,,5,,,
MERCED,LIBERT,8/5/2017,,5,0,0,,5,,,
MERCED,LIBERT,8/6/2017,,5,3,3,,11,,,
,,Ontario,,32,7,3,,42,,,
MERCED,LIBERT,9/1/2017,,7,2,0,,9,,,
MERCED,LIBERT,9/2/2017,,2,1,0,,3,,,
MERCED,LIBERT,9/3/2017,,10,1,1,,12,,,
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total,,,
MERCED,LIBERT,9/4/2017,,5,6,0,,11,,,
MERCED,LIBERT,9/5/2017,,6,0,0,,6,,,
MERCED,LIBERT,9/6/2017,,3,4,0,,7,,,
,,Palmyra,,33,14,1,,48,,,
MERCED,LIBERT,10/1/2017,,6,0,0,,6,,,
MERCED,LIBERT,10/2/2017,,1,0,0,,1,,,
,,Rose,,7,0,0,,7,,,
MERCED,LIBERT,11/1/2017,,2,0,0,,2,,,
MERCED,LIBERT,11/2/2017,,4,0,0,,4,,,
,,Savannah,,6,0,0,,6,,,
MERCED,LIBERT,12/1/2017,,6,0,1,,7,,,
MERCED,LIBERT,12/2/2017,,2,1,4,,7,,,
MERCED,LIBERT,12/3/2017,,1,4,0,,5,,,
MERCED,LIBERT,12/4/2017,,3,0,0,,3,,,
MERCED,LIBERT,12/5/2017,,5,2,2,,9,,,
MERCED,LIBERT,12/6/2017,,6,3,0,,9,,,
,,Sodus,,23,10,7,,40,,,
MERCED,LIBERT,13 01,,2,3,1,,6,,,
MERCED,LIBERT,13 02,,11,5,2,,18,,,
MERCED,LIBERT,13 03,,12,0,1,,13,,,
MERCED,LIBERT,13 04,,13,0,1,,14,,,
MERCED,LIBERT,13 05,,3,1,0,,4,,,
,,Walworth,,41,9,5,,55,,,
MERCED,LIBERT,14 01,,5,3,0,,8,,,
MERCED,LIBERT,14 02,,3,0,0,,3,,,
MERCED,LIBERT,14 03,,8,6,0,,14,,,
MERCED,LIBERT,14 04,,7,0,1,,8,,,
MERCED,LIBERT,14 05,,6,0,0,,6,,,
Name Party,Code,Vote Count 1,2 Ab/Aff/Spec/Fed,Total Voters,,,,,Total,,
,Williamson,29,9/1/2017,,,,,,39,,
MERCED LIBERT,15 01,1,0 1,,,,,,2,,
MERCED LIBERT,15 02,1,0 0,,,,,,1,,
MERCED LIBERT,15 03,2,1 0,,,,,,3,,
MERCED LIBERT,15 04,3,2/1/2017,,,,,,6,,
,Wolcott,7,3/2/2017,,,,,,12,,
* * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,UNITED STATES SENATOR,,,Total,Pos,I02,402,,
Pos J02 UNITED STATES SENATOR,* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,,,,,,,,
WRITE INS SCATT,1/1/2017,0,0 0,,,,,,0,,
WRITE INS SCATT,1/2/2017,0,0 0,,,,,,0,,
WRITE INS SCATT,1/3/2017,0,0 0,,,,,,0,,
WRITE INS SCATT,1/4/2017,0,0 0,,,,,,0,,
WRITE INS SCATT,1/5/2017,0,0 0,,,,,,0,,
WRITE INS SCATT,1/6/2017,0,0 0,,,,,,0,,
WRITE INS SCATT,1/7/2017,0,0 0,,,,,,0,,
WRITE INS SCATT,1/8/2017,0,0 0,,,,,,0,,
WRITE INS SCATT,1/9/2017,0,0 0,,,,,,0,,
WRITE INS SCATT,1/10/2017,0,0 0,,,,,,0,,
,Arcadia,0,0 0,,,,,,0,,
WRITE INS SCATT,2/1/2017,1,0 0,,,,,,1,,
,Butler,1,0 0,,,,,,1,,
WRITE INS SCATT,3/1/2017,0,0 0,,,,,,0,,
WRITE INS SCATT,3/2/2017,0,0 0,,,,,,0,,
WRITE INS SCATT,3/3/2017,0,0 0,,,,,,0,,
WRITE INS SCATT,3/4/2017,0,0 0,,,,,,0,,
,Galen,0,0 0,,,,,,0,,
WRITE INS SCATT,4/1/2017,0,0 0,,,,,,0,,
WRITE INS SCATT,4/2/2017,0,0 0,,,,,,0,,
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total,,,
,,Huron,,0,0,0,,0,,,
WRITE INS,SCATT,5/1/2017,,0,0,0,,0,,,
WRITE INS,SCATT,5/2/2017,,0,0,1,,1,,,
WRITE INS,SCATT,5/3/2017,,0,0,0,,0,,,
WRITE INS,SCATT,5/4/2017,,0,0,0,,0,,,
WRITE INS,SCATT,5/5/2017,,0,0,0,,0,,,
,,Lyons,,0,0,1,,1,,,
WRITE INS,SCATT,6/1/2017,,0,0,0,,0,,,
WRITE INS,SCATT,6/2/2017,,0,0,0,,0,,,
WRITE INS,SCATT,6/3/2017,,0,0,0,,0,,,
WRITE INS,SCATT,6/4/2017,,0,0,0,,0,,,
WRITE INS,SCATT,6/5/2017,,0,0,0,,0,,,
,,Macedon,,0,0,0,,0,,,
WRITE INS,SCATT,7/1/2017,,0,0,0,,0,,,
WRITE INS,SCATT,7/2/2017,,0,0,0,,0,,,
WRITE INS,SCATT,7/3/2017,,0,0,0,,0,,,
WRITE INS,SCATT,7/4/2017,,0,0,0,,0,,,
,,Marion,,0,0,0,,0,,,
WRITE INS,SCATT,8/1/2017,,0,0,0,,0,,,
WRITE INS,SCATT,8/2/2017,,0,0,0,,0,,,
WRITE INS,SCATT,8/3/2017,,0,0,0,,0,,,
WRITE INS,SCATT,8/4/2017,,0,0,0,,0,,,
WRITE INS,SCATT,8/5/2017,,0,0,0,,0,,,
WRITE INS,SCATT,8/6/2017,,0,0,0,,0,,,
,,Ontario,,0,0,0,,0,,,
WRITE INS,SCATT,9/1/2017,,0,0,0,,0,,,
WRITE INS,SCATT,9/2/2017,,1,0,0,,1,,,
WRITE INS,SCATT,9/3/2017,,0,0,0,,0,,,
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total,,,
WRITE INS,SCATT,9/4/2017,,0,0,0,,0,,,
WRITE INS,SCATT,9/5/2017,,0,0,0,,0,,,
WRITE INS,SCATT,9/6/2017,,0,0,0,,0,,,
,,Palmyra,,1,0,0,,1,,,
WRITE INS,SCATT,10/1/2017,,0,0,0,,0,,,
WRITE INS,SCATT,10/2/2017,,0,0,0,,0,,,
,,Rose,,0,0,0,,0,,,
WRITE INS,SCATT,11/1/2017,,0,0,0,,0,,,
WRITE INS,SCATT,11/2/2017,,0,0,0,,0,,,
,,Savannah,,0,0,0,,0,,,
WRITE INS,SCATT,12/1/2017,,0,0,0,,0,,,
WRITE INS,SCATT,12/2/2017,,0,0,0,,0,,,
WRITE INS,SCATT,12/3/2017,,0,0,0,,0,,,
WRITE INS,SCATT,12/4/2017,,0,0,0,,0,,,
WRITE INS,SCATT,12/5/2017,,0,0,0,,0,,,
WRITE INS,SCATT,12/6/2017,,0,0,0,,0,,,
,,Sodus,,0,0,0,,0,,,
WRITE INS,SCATT,13 01,,0,0,0,,0,,,
WRITE INS,SCATT,13 02,,0,0,0,,0,,,
WRITE INS,SCATT,13 03,,0,0,0,,0,,,
WRITE INS,SCATT,13 04,,0,0,0,,0,,,
WRITE INS,SCATT,13 05,,0,0,0,,0,,,
,,Walworth,,0,0,0,,0,,,
WRITE INS,SCATT,14 01,,1,0,0,,1,,,
WRITE INS,SCATT,14 02,,0,0,0,,0,,,
WRITE INS,SCATT,14 03,,0,0,0,,0,,,
WRITE INS,SCATT,14 04,,0,0,0,,0,,,
WRITE INS,SCATT,14 05,,0,0,0,,0,,,
Name Party,Code,Vote Count 1,2 Ab/Aff/Spec/Fed,Total Voters,,,,,Total,,
,Williamson,1,0 0,,,,,,1,,
WRITE INS SCATT,15 01,0,0 0,,,,,,0,,
WRITE INS SCATT,15 02,0,0 0,,,,,,0,,
WRITE INS SCATT,15 03,0,0 0,,,,,,0,,
WRITE INS SCATT,15 04,0,0 0,,,,,,0,,
,Wolcott,0,0 0,,,,,,0,,
* * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,UNITED STATES SENATOR,,,Total,Pos,J02,,4,
Pos K02 UNITED STATES SENATOR,* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,,,,,,,,
OVERVOTES/VOIDS VOIDS/,1/1/2017,1,0 0,,,,,,1,,
OVERVOTES/VOIDS VOIDS/,1/2/2017,0,0 1,,,,,,1,,
OVERVOTES/VOIDS VOIDS/,1/3/2017,0,0 0,,,,,,0,,
OVERVOTES/VOIDS VOIDS/,1/4/2017,0,0 0,,,,,,0,,
OVERVOTES/VOIDS VOIDS/,1/5/2017,0,0 0,,,,,,0,,
OVERVOTES/VOIDS VOIDS/,1/6/2017,0,0 0,,,,,,0,,
OVERVOTES/VOIDS VOIDS/,1/7/2017,1,0 0,,,,,,1,,
OVERVOTES/VOIDS VOIDS/,1/8/2017,0,1/1/2017,,,,,,2,,
OVERVOTES/VOIDS VOIDS/,1/9/2017,0,0 0,,,,,,0,,
OVERVOTES/VOIDS VOIDS/,1/10/2017,0,0 0,,,,,,0,,
,Arcadia,2,1/2/2017,,,,,,5,,
OVERVOTES/VOIDS VOIDS/,2/1/2017,0,0 0,,,,,,0,,
,Butler,0,0 0,,,,,,0,,
OVERVOTES/VOIDS VOIDS/,3/1/2017,0,2 0,,,,,,2,,
OVERVOTES/VOIDS VOIDS/,3/2/2017,0,0 0,,,,,,0,,
OVERVOTES/VOIDS VOIDS/,3/3/2017,0,0 0,,,,,,0,,
OVERVOTES/VOIDS VOIDS/,3/4/2017,0,0 0,,,,,,0,,
,Galen,0,2 0,,,,,,2,,
OVERVOTES/VOIDS VOIDS/,4/1/2017,0,0 0,,,,,,0,,
OVERVOTES/VOIDS VOIDS/,4/2/2017,0,0 0,,,,,,0,,
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total,,,
,,Huron,,0,0,0,,0,,,
OVERVOTES/VOIDS,VOIDS/,5/1/2017,,0,0,1,,1,,,
OVERVOTES/VOIDS,VOIDS/,5/2/2017,,1,0,0,,1,,,
OVERVOTES/VOIDS,VOIDS/,5/3/2017,,0,0,1,,1,,,
OVERVOTES/VOIDS,VOIDS/,5/4/2017,,2,0,1,,3,,,
OVERVOTES/VOIDS,VOIDS/,5/5/2017,,0,0,0,,0,,,
,,Lyons,,3,0,3,,6,,,
OVERVOTES/VOIDS,VOIDS/,6/1/2017,,0,2,0,,2,,,
OVERVOTES/VOIDS,VOIDS/,6/2/2017,,0,0,1,,1,,,
OVERVOTES/VOIDS,VOIDS/,6/3/2017,,0,2,1,,3,,,
OVERVOTES/VOIDS,VOIDS/,6/4/2017,,0,0,1,,1,,,
OVERVOTES/VOIDS,VOIDS/,6/5/2017,,0,0,0,,0,,,
,,Macedon,,0,4,3,,7,,,
OVERVOTES/VOIDS,VOIDS/,7/1/2017,,0,0,0,,0,,,
OVERVOTES/VOIDS,VOIDS/,7/2/2017,,0,0,0,,0,,,
OVERVOTES/VOIDS,VOIDS/,7/3/2017,,0,0,0,,0,,,
OVERVOTES/VOIDS,VOIDS/,7/4/2017,,0,0,1,,1,,,
,,Marion,,0,0,1,,1,,,
OVERVOTES/VOIDS,VOIDS/,8/1/2017,,1,0,0,,1,,,
OVERVOTES/VOIDS,VOIDS/,8/2/2017,,0,0,0,,0,,,
OVERVOTES/VOIDS,VOIDS/,8/3/2017,,0,0,2,,2,,,
OVERVOTES/VOIDS,VOIDS/,8/4/2017,,3,0,0,,3,,,
OVERVOTES/VOIDS,VOIDS/,8/5/2017,,0,0,1,,1,,,
OVERVOTES/VOIDS,VOIDS/,8/6/2017,,0,1,0,,1,,,
,,Ontario,,4,1,3,,8,,,
OVERVOTES/VOIDS,VOIDS/,9/1/2017,,0,0,0,,0,,,
OVERVOTES/VOIDS,VOIDS/,9/2/2017,,0,0,0,,0,,,
OVERVOTES/VOIDS,VOIDS/,9/3/2017,,0,2,0,,2,,,
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total,,,
OVERVOTES/VOIDS,VOIDS/,9/4/2017,,2,0,0,,2,,,
OVERVOTES/VOIDS,VOIDS/,9/5/2017,,0,0,0,,0,,,
OVERVOTES/VOIDS,VOIDS/,9/6/2017,,0,0,0,,0,,,
,,Palmyra,,2,2,0,,4,,,
OVERVOTES/VOIDS,VOIDS/,10/1/2017,,0,0,0,,0,,,
OVERVOTES/VOIDS,VOIDS/,10/2/2017,,1,0,1,,2,,,
,,Rose,,1,0,1,,2,,,
OVERVOTES/VOIDS,VOIDS/,11/1/2017,,0,0,0,,0,,,
OVERVOTES/VOIDS,VOIDS/,11/2/2017,,0,0,0,,0,,,
,,Savannah,,0,0,0,,0,,,
OVERVOTES/VOIDS,VOIDS/,12/1/2017,,0,0,2,,2,,,
OVERVOTES/VOIDS,VOIDS/,12/2/2017,,0,0,0,,0,,,
OVERVOTES/VOIDS,VOIDS/,12/3/2017,,0,0,1,,1,,,
OVERVOTES/VOIDS,VOIDS/,12/4/2017,,0,0,0,,0,,,
OVERVOTES/VOIDS,VOIDS/,12/5/2017,,0,0,1,,1,,,
OVERVOTES/VOIDS,VOIDS/,12/6/2017,,0,0,0,,0,,,
,,Sodus,,0,0,4,,4,,,
OVERVOTES/VOIDS,VOIDS/,13 01,,0,0,0,,0,,,
OVERVOTES/VOIDS,VOIDS/,13 02,,0,0,0,,0,,,
OVERVOTES/VOIDS,VOIDS/,13 03,,0,0,0,,0,,,
OVERVOTES/VOIDS,VOIDS/,13 04,,0,0,0,,0,,,
OVERVOTES/VOIDS,VOIDS/,13 05,,0,0,0,,0,,,
,,Walworth,,0,0,0,,0,,,
OVERVOTES/VOIDS,VOIDS/,14 01,,0,0,0,,0,,,
OVERVOTES/VOIDS,VOIDS/,14 02,,0,0,0,,0,,,
OVERVOTES/VOIDS,VOIDS/,14 03,,1,0,1,,2,,,
OVERVOTES/VOIDS,VOIDS/,14 04,,0,0,0,,0,,,
OVERVOTES/VOIDS,VOIDS/,14 05,,1,0,0,,1,,,
Name Party,Code,Vote Count 1,2 Ab/Aff/Spec/Fed,Total Voters,,,,,Total,,
,Williamson,2,0 1,,,,,,3,,
OVERVOTES/VOIDS VOIDS/,15 01,0,1 0,,,,,,1,,
OVERVOTES/VOIDS VOIDS/,15 02,0,0 0,,,,,,0,,
OVERVOTES/VOIDS VOIDS/,15 03,0,0 0,,,,,,0,,
OVERVOTES/VOIDS VOIDS/,15 04,0,0 0,,,,,,0,,
,Wolcott,0,1 0,,,,,,1,,
* * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,UNITED STATES SENATOR,,,Total,Pos,K02,43,,
Pos L02 UNITED STATES SENATOR,* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,,,,,,,,
UNDERVOTES/BLANK BLANK,1/1/2017,32,0 2,,,,,,34,,
UNDERVOTES/BLANK BLANK,1/2/2017,14,11/3/2017,,,,,,28,,
UNDERVOTES/BLANK BLANK,1/3/2017,25,0 6,,,,,,31,,
UNDERVOTES/BLANK BLANK,1/4/2017,9,0 1,,,,,,10,,
UNDERVOTES/BLANK BLANK,1/5/2017,8,0 4,,,,,,12,,
UNDERVOTES/BLANK BLANK,1/6/2017,26,0 6,,,,,,32,,
UNDERVOTES/BLANK BLANK,1/7/2017,14,0 3,,,,,,17,,
UNDERVOTES/BLANK BLANK,1/8/2017,9,7 0,,,,,,16,,
UNDERVOTES/BLANK BLANK,1/9/2017,12,0 2,,,,,,14,,
UNDERVOTES/BLANK BLANK,1/10/2017,32,0 2,,,,,,34,,
,Arcadia,181,18 29,,,,,,228,,
UNDERVOTES/BLANK BLANK,2/1/2017,27,0 3,,,,,,30,,
,Butler,27,0 3,,,,,,30,,
UNDERVOTES/BLANK BLANK,3/1/2017,6,6 0,,,,,,12,,
UNDERVOTES/BLANK BLANK,3/2/2017,10,5/2/2017,,,,,,17,,
UNDERVOTES/BLANK BLANK,3/3/2017,12,8 0,,,,,,20,,
UNDERVOTES/BLANK BLANK,3/4/2017,12,9/3/2017,,,,,,24,,
,Galen,40,28 5,,,,,,73,,
UNDERVOTES/BLANK BLANK,4/1/2017,14,0 2,,,,,,16,,
UNDERVOTES/BLANK BLANK,4/2/2017,28,0 0,,,,,,28,,
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total,,,
,,Huron,,42,0,2,,44,,,
UNDERVOTES/BLANK,BLANK,5/1/2017,,22,0,3,,25,,,
UNDERVOTES/BLANK,BLANK,5/2/2017,,14,0,1,,15,,,
UNDERVOTES/BLANK,BLANK,5/3/2017,,12,0,5,,17,,,
UNDERVOTES/BLANK,BLANK,5/4/2017,,15,0,0,,15,,,
UNDERVOTES/BLANK,BLANK,5/5/2017,,14,0,2,,16,,,
,,Lyons,,77,0,11,,88,,,
UNDERVOTES/BLANK,BLANK,6/1/2017,,12,11,4,,27,,,
UNDERVOTES/BLANK,BLANK,6/2/2017,,20,14,2,,36,,,
UNDERVOTES/BLANK,BLANK,6/3/2017,,10,11,3,,24,,,
UNDERVOTES/BLANK,BLANK,6/4/2017,,12,9,1,,22,,,
UNDERVOTES/BLANK,BLANK,6/5/2017,,28,0,3,,31,,,
,,Macedon,,82,45,13,,140,,,
UNDERVOTES/BLANK,BLANK,7/1/2017,,10,0,1,,11,,,
UNDERVOTES/BLANK,BLANK,7/2/2017,,13,0,1,,14,,,
UNDERVOTES/BLANK,BLANK,7/3/2017,,13,0,0,,13,,,
UNDERVOTES/BLANK,BLANK,7/4/2017,,13,0,2,,15,,,
,,Marion,,49,0,4,,53,,,
UNDERVOTES/BLANK,BLANK,8/1/2017,,8,16,2,,26,,,
UNDERVOTES/BLANK,BLANK,8/2/2017,,28,1,3,,32,,,
UNDERVOTES/BLANK,BLANK,8/3/2017,,32,0,2,,34,,,
UNDERVOTES/BLANK,BLANK,8/4/2017,,13,0,3,,16,,,
UNDERVOTES/BLANK,BLANK,8/5/2017,,17,0,1,,18,,,
UNDERVOTES/BLANK,BLANK,8/6/2017,,30,13,0,,43,,,
,,Ontario,,128,30,11,,169,,,
UNDERVOTES/BLANK,BLANK,9/1/2017,,7,7,3,,17,,,
UNDERVOTES/BLANK,BLANK,9/2/2017,,6,12,1,,19,,,
UNDERVOTES/BLANK,BLANK,9/3/2017,,10,10,0,,20,,,
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total,,,
UNDERVOTES/BLANK,BLANK,9/4/2017,,9,12,0,,21,,,
UNDERVOTES/BLANK,BLANK,9/5/2017,,23,0,4,,27,,,
UNDERVOTES/BLANK,BLANK,9/6/2017,,13,11,1,,25,,,
,,Palmyra,,68,52,9,,129,,,
UNDERVOTES/BLANK,BLANK,10/1/2017,,11,0,1,,12,,,
UNDERVOTES/BLANK,BLANK,10/2/2017,,16,0,2,,18,,,
,,Rose,,27,0,3,,30,,,
UNDERVOTES/BLANK,BLANK,11/1/2017,,16,0,3,,19,,,
UNDERVOTES/BLANK,BLANK,11/2/2017,,14,0,0,,14,,,
,,Savannah,,30,0,3,,33,,,
UNDERVOTES/BLANK,BLANK,12/1/2017,,16,0,1,,17,,,
UNDERVOTES/BLANK,BLANK,12/2/2017,,12,10,1,,23,,,
UNDERVOTES/BLANK,BLANK,12/3/2017,,11,7,2,,20,,,
UNDERVOTES/BLANK,BLANK,12/4/2017,,20,0,2,,22,,,
UNDERVOTES/BLANK,BLANK,12/5/2017,,16,14,1,,31,,,
UNDERVOTES/BLANK,BLANK,12/6/2017,,7,14,3,,24,,,
,,Sodus,,82,45,10,,137,,,
UNDERVOTES/BLANK,BLANK,13 01,,4,12,1,,17,,,
UNDERVOTES/BLANK,BLANK,13 02,,26,15,5,,46,,,
UNDERVOTES/BLANK,BLANK,13 03,,26,0,2,,28,,,
UNDERVOTES/BLANK,BLANK,13 04,,24,0,4,,28,,,
UNDERVOTES/BLANK,BLANK,13 05,,13,7,3,,23,,,
,,Walworth,,93,34,15,,142,,,
UNDERVOTES/BLANK,BLANK,14 01,,9,3,0,,12,,,
UNDERVOTES/BLANK,BLANK,14 02,,14,0,4,,18,,,
UNDERVOTES/BLANK,BLANK,14 03,,14,8,5,,27,,,
UNDERVOTES/BLANK,BLANK,14 04,,23,0,3,,26,,,
UNDERVOTES/BLANK,BLANK,14 05,,27,0,2,,29,,,
Name Party,Code,Vote Count 1,2 Ab/Aff/Spec/Fed,Total Voters,,,,,Total,,
,Williamson,87,11/14/2017,,,,,,112,,
UNDERVOTES/BLANK BLANK,15 01,10,5/1/2017,,,,,,16,,
UNDERVOTES/BLANK BLANK,15 02,2,3/2/2017,,,,,,7,,
UNDERVOTES/BLANK BLANK,15 03,10,7/2/2017,,,,,,19,,
UNDERVOTES/BLANK BLANK,15 04,10,4/3/2017,,,,,,17,,
,Wolcott,32,19 8,,,,,,59,,
* * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,UNITED STATES SENATOR,,,Total,Pos,L02,1,467,,